customerID,FirstName,LastName,Gender,AgeGroup,Country,City,LoyaltyTier
45,Omar,Smith,Male,18-25,UAE,Dubai,Gold
46,Emma,Clark,Male,18-25,UAE,Sharjah,Bronze
47,Omar,Smith,Female,26-35,UAE,Abu Dhabi,Bronze
48,Mia,Brown,Female,18-25,UAE,Dubai,Bronze
49,Ahmed,Ali,Female,18-25,UAE,Ajman,Bronze
50,Mia,Davis,Female,26-35,UAE,Sharjah,Bronze
51,Noor,Clark,Male,50+,UAE,Ajman,Bronze
52,Sara,Taylor,Male,26-35,UAE,RAK,Silver
53,John,Taylor,Male,36-50,UAE,Abu Dhabi,Silver
54,Mia,Hassan,Female,26-35,UAE,RAK,Gold
55,Layla,Brown,Female,26-35,UAE,Dubai,Bronze
56,Layla,Taylor,Female,36-50,UAE,Sharjah,Silver
57,Mia,Davis,Male,26-35,UAE,Ajman,Silver
58,Sara,Brown,Male,36-50,UAE,Fujairah,Bronze
59,Mia,Wilson,Male,26-35,UAE,Fujairah,Bronze
60,John,Wilson,Male,18-25,UAE,RAK,Bronze
61,Fatima,Davis,Female,26-35,UAE,Abu Dhabi,Bronze
62,Sara,Davis,Female,18-25,UAE,Fujairah,Bronze
63,Emma,Ali,Female,18-25,UAE,Ajman,Bronze
64,Sara,Davis,Female,18-25,UAE,RAK,Silver
65,Sara,Johnson,Male,36-50,UAE,RAK,Silver
66,Ali,Smith,Female,26-35,UAE,Ajman,Silver
67,John,Johnson,Male,26-35,UAE,Sharjah,Bronze
68,Omar,Wilson,Female,50+,UAE,Fujairah,Bronze
69,Emma,Wilson,Male,36-50,UAE,Dubai,Bronze
70,Emma,Khan,Male,26-35,UAE,Sharjah,Bronze
71,Omar,Khan,Male,26-35,UAE,Fujairah,Bronze
72,Layla,Wilson,Female,26-35,UAE,Fujairah,Bronze
73,Ali,Taylor,Male,18-25,UAE,Ajman,Silver
74,Layla,Wilson,Male,18-25,UAE,RAK,Bronze
75,Ahmed,Ali,Male,18-25,UAE,Ajman,Silver
76,Ali,Ali,Male,26-35,UAE,Ajman,Silver
77,Mia,Wilson,Male,26-35,UAE,Ajman,Bronze
78,John,Wilson,Female,18-25,UAE,Ajman,Silver
79,Mia,Taylor,Male,26-35,UAE,Sharjah,Bronze
80,Emma,Davis,Female,18-25,UAE,Dubai,Bronze
81,Layla,Ali,Female,50+,UAE,Dubai,Bronze
82,Emma,Hassan,Female,26-35,UAE,Fujairah,Silver
83,Sara,Johnson,Female,26-35,UAE,RAK,Gold
84,Sara,Clark,Female,26-35,UAE,Sharjah,Bronze
85,Ahmed,Taylor,Female,26-35,UAE,Ajman,Bronze
86,Layla,Wilson,Female,50+,UAE,Sharjah,Bronze
87,Ahmed,Davis,Female,26-35,UAE,Fujairah,Bronze
88,John,Davis,Male,26-35,UAE,RAK,Gold
89,Mia,Khan,Female,26-35,UAE,Abu Dhabi,Bronze
90,Omar,Hassan,Male,26-35,UAE,Sharjah,Silver
91,Ahmed,Ali,Male,36-50,UAE,RAK,Bronze
92,John,Brown,Male,18-25,UAE,RAK,Bronze
93,Ali,Clark,Male,18-25,UAE,Dubai,Gold
94,Mia,Smith,Female,36-50,UAE,Ajman,Silver
95,Noor,Taylor,Male,18-25,UAE,RAK,Silver
96,Ahmed,Hassan,Male,18-25,UAE,Ajman,Bronze
97,Omar,Taylor,Male,26-35,UAE,RAK,Bronze
98,Omar,Smith,Female,18-25,UAE,Ajman,Bronze
99,Layla,Clark,Male,18-25,UAE,Fujairah,Silver
100,Fatima,Davis,Female,18-25,UAE,Sharjah,Silver
101,Omar,Davis,Female,26-35,UAE,RAK,Silver
102,Mia,Johnson,Female,26-35,UAE,Abu Dhabi,Bronze
103,Ahmed,Khan,Male,18-25,UAE,Dubai,Bronze
104,John,Brown,Male,26-35,UAE,Sharjah,Bronze
105,Ahmed,Davis,Male,18-25,UAE,Fujairah,Silver
106,Noor,Davis,Male,26-35,UAE,Dubai,Bronze
107,Mia,Smith,Female,26-35,UAE,RAK,Bronze
108,Ali,Ali,Male,18-25,UAE,Ajman,Silver
109,Sara,Taylor,Female,36-50,UAE,RAK,Gold
110,Layla,Hassan,Male,36-50,UAE,Sharjah,Silver
111,Fatima,Wilson,Female,50+,UAE,Sharjah,Gold
112,Omar,Smith,Female,18-25,UAE,Abu Dhabi,Silver
113,Ali,Taylor,Male,18-25,UAE,Ajman,Bronze
114,Sara,Taylor,Female,18-25,UAE,Dubai,Bronze
115,Omar,Taylor,Male,36-50,UAE,Abu Dhabi,Silver
116,Ahmed,Khan,Female,18-25,UAE,RAK,Bronze
117,Fatima,Davis,Male,26-35,UAE,Ajman,Bronze
118,Fatima,Ali,Male,18-25,UAE,RAK,Silver
119,John,Ali,Female,18-25,UAE,Sharjah,Bronze
120,Sara,Brown,Female,18-25,UAE,Ajman,Silver
121,Omar,Johnson,Male,26-35,UAE,Ajman,Silver
122,Omar,Wilson,Male,26-35,UAE,Sharjah,Bronze
123,John,Johnson,Male,18-25,UAE,Dubai,Silver
124,Mia,Johnson,Female,26-35,UAE,Fujairah,Silver
125,John,Clark,Female,50+,UAE,Dubai,Bronze
126,Ahmed,Brown,Male,26-35,UAE,Abu Dhabi,Silver
127,Emma,Taylor,Male,26-35,UAE,Abu Dhabi,Gold
128,Ahmed,Smith,Female,26-35,UAE,Ajman,Gold
129,Mia,Khan,Male,26-35,UAE,Abu Dhabi,Bronze
130,Ahmed,Hassan,Male,26-35,UAE,Abu Dhabi,Silver
131,Sara,Ali,Male,26-35,UAE,Fujairah,Bronze
132,Noor,Wilson,Female,36-50,UAE,RAK,Silver
133,Layla,Ali,Male,18-25,UAE,Abu Dhabi,Silver
134,Mia,Smith,Female,18-25,UAE,Sharjah,Bronze
135,Fatima,Smith,Female,26-35,UAE,Ajman,Bronze
136,Mia,Khan,Male,18-25,UAE,RAK,Silver
137,Ali,Khan,Female,18-25,UAE,Dubai,Bronze
138,Sara,Davis,Female,26-35,UAE,Ajman,Silver
139,Noor,Smith,Female,26-35,UAE,Ajman,Bronze
140,Ali,Davis,Male,26-35,UAE,RAK,Bronze
141,Sara,Hassan,Female,26-35,UAE,Fujairah,Bronze
142,Sara,Clark,Male,26-35,UAE,Fujairah,Bronze
143,John,Johnson,Female,18-25,UAE,Dubai,Silver
144,John,Taylor,Male,18-25,UAE,Dubai,Bronze
145,Layla,Hassan,Male,26-35,UAE,Sharjah,Silver
146,John,Khan,Male,26-35,UAE,Fujairah,Bronze
147,Ahmed,Taylor,Male,18-25,UAE,Abu Dhabi,Silver
148,Mia,Davis,Female,26-35,UAE,RAK,Silver
149,Layla,Johnson,Male,18-25,UAE,Dubai,Bronze
150,Fatima,Johnson,Female,36-50,UAE,Dubai,Bronze
151,John,Khan,Female,18-25,UAE,Fujairah,Bronze
152,Fatima,Brown,Male,26-35,UAE,Abu Dhabi,Silver
153,Omar,Johnson,Female,18-25,UAE,RAK,Bronze
154,Omar,Smith,Male,36-50,UAE,Ajman,Bronze
155,Layla,Johnson,Female,26-35,UAE,RAK,Gold
156,Ali,Davis,Male,18-25,UAE,Fujairah,Bronze
157,Noor,Davis,Female,36-50,UAE,Sharjah,Bronze
158,Fatima,Johnson,Male,18-25,UAE,Fujairah,Bronze
159,Mia,Smith,Male,26-35,UAE,Dubai,Bronze
160,John,Clark,Male,26-35,UAE,Ajman,Bronze
161,Sara,Taylor,Female,18-25,UAE,Fujairah,Silver
162,Fatima,Johnson,Male,26-35,UAE,Abu Dhabi,Silver
163,Sara,Khan,Female,26-35,UAE,Abu Dhabi,Silver
164,Mia,Davis,Male,50+,UAE,Ajman,Silver
165,Fatima,Smith,Female,26-35,UAE,RAK,Silver
166,Sara,Wilson,Female,26-35,UAE,Sharjah,Bronze
167,Omar,Davis,Male,36-50,UAE,Dubai,Silver
168,Layla,Khan,Female,36-50,UAE,Dubai,Bronze
169,John,Davis,Male,26-35,UAE,Abu Dhabi,Silver
170,Sara,Clark,Male,18-25,UAE,Sharjah,Bronze
171,Sara,Taylor,Male,36-50,UAE,Abu Dhabi,Bronze
172,Omar,Clark,Female,18-25,UAE,Dubai,Bronze
173,John,Taylor,Male,26-35,UAE,Fujairah,Silver
174,Emma,Hassan,Female,26-35,UAE,RAK,Gold
175,Sara,Johnson,Female,18-25,UAE,Ajman,Silver
176,Omar,Ali,Male,18-25,UAE,Dubai,Silver
177,John,Smith,Male,26-35,UAE,RAK,Bronze
178,Fatima,Clark,Male,26-35,UAE,Ajman,Bronze
179,Ahmed,Hassan,Male,18-25,UAE,Abu Dhabi,Silver
180,Emma,Brown,Female,26-35,UAE,RAK,Silver
181,Layla,Taylor,Female,26-35,UAE,Fujairah,Bronze
182,Omar,Smith,Female,18-25,UAE,Sharjah,Gold
183,Ahmed,Smith,Female,18-25,UAE,Abu Dhabi,Silver
184,Ali,Clark,Female,18-25,UAE,Abu Dhabi,Silver
185,Ali,Smith,Male,18-25,UAE,Sharjah,Bronze
186,John,Hassan,Female,18-25,UAE,Fujairah,Silver
187,Layla,Brown,Male,26-35,UAE,Fujairah,Gold
188,Emma,Hassan,Male,36-50,UAE,Ajman,Gold
189,Ali,Taylor,Female,18-25,UAE,RAK,Bronze
190,Emma,Brown,Female,26-35,UAE,Sharjah,Gold
191,Mia,Smith,Female,18-25,UAE,Dubai,Silver
192,Ahmed,Smith,Male,18-25,UAE,Ajman,Silver
193,Noor,Taylor,Female,18-25,UAE,Dubai,Silver
194,Noor,Davis,Male,36-50,UAE,Sharjah,Bronze
195,Sara,Clark,Female,26-35,UAE,Dubai,Gold
196,Fatima,Johnson,Female,18-25,UAE,Fujairah,Bronze
197,Ahmed,Brown,Female,18-25,UAE,Ajman,Bronze
198,Layla,Khan,Female,18-25,UAE,Sharjah,Gold
199,Emma,Ali,Male,26-35,UAE,Ajman,Silver
200,Fatima,Taylor,Female,18-25,UAE,RAK,Gold
201,Fatima,Wilson,Male,36-50,UAE,Fujairah,Bronze
202,Noor,Hassan,Female,50+,UAE,Fujairah,Gold
203,Sara,Davis,Female,18-25,UAE,Ajman,Silver
204,Omar,Wilson,Male,26-35,UAE,RAK,Bronze
205,Ali,Johnson,Male,36-50,UAE,Sharjah,Bronze
206,Ahmed,Hassan,Female,26-35,UAE,RAK,Bronze
207,Ahmed,Khan,Male,18-25,UAE,RAK,Silver
208,John,Ali,Female,26-35,UAE,Ajman,Gold
209,Noor,Khan,Male,36-50,UAE,Ajman,Gold
210,Sara,Davis,Female,26-35,UAE,Fujairah,Bronze
211,Omar,Taylor,Male,26-35,UAE,RAK,Bronze
212,Omar,Smith,Male,18-25,UAE,Ajman,Silver
213,Ali,Brown,Male,18-25,UAE,Sharjah,Bronze
214,Layla,Khan,Female,18-25,UAE,RAK,Gold
215,Emma,Johnson,Male,36-50,UAE,Fujairah,Silver
216,Emma,Brown,Female,36-50,UAE,RAK,Silver
217,Omar,Brown,Male,26-35,UAE,Sharjah,Silver
218,Ahmed,Smith,Female,26-35,UAE,Ajman,Bronze
219,Ali,Ali,Male,18-25,UAE,Abu Dhabi,Silver
220,Emma,Davis,Male,26-35,UAE,Dubai,Bronze
221,Ali,Khan,Female,18-25,UAE,RAK,Bronze
222,John,Davis,Female,18-25,UAE,Sharjah,Bronze
223,Sara,Johnson,Male,36-50,UAE,Abu Dhabi,Silver
224,Omar,Smith,Male,18-25,UAE,Dubai,Bronze
225,Sara,Ali,Male,36-50,UAE,Ajman,Bronze
226,Sara,Khan,Male,26-35,UAE,Sharjah,Bronze
227,Omar,Khan,Male,36-50,UAE,Fujairah,Bronze
228,Noor,Smith,Female,18-25,UAE,Abu Dhabi,Silver
229,Omar,Davis,Female,26-35,UAE,Fujairah,Silver
230,Mia,Johnson,Male,18-25,UAE,Fujairah,Silver
231,Emma,Johnson,Male,50+,UAE,Abu Dhabi,Gold
232,Emma,Khan,Male,36-50,UAE,Fujairah,Silver
233,John,Brown,Male,26-35,UAE,Dubai,Bronze
234,Layla,Wilson,Female,18-25,UAE,Abu Dhabi,Bronze
235,Layla,Ali,Female,18-25,UAE,Abu Dhabi,Bronze
236,Layla,Hassan,Male,18-25,UAE,Ajman,Bronze
237,Omar,Taylor,Female,26-35,UAE,Ajman,Bronze
238,Fatima,Hassan,Female,18-25,UAE,Dubai,Silver
239,John,Brown,Male,18-25,UAE,RAK,Bronze
240,Sara,Wilson,Female,26-35,UAE,RAK,Bronze
241,Ali,Wilson,Female,26-35,UAE,Dubai,Silver
242,Ali,Ali,Female,50+,UAE,Sharjah,Bronze
243,Fatima,Ali,Male,36-50,UAE,RAK,Bronze
244,Mia,Davis,Female,36-50,UAE,RAK,Gold
245,Layla,Taylor,Female,50+,UAE,Fujairah,Bronze
246,John,Ali,Male,18-25,UAE,Ajman,Bronze
247,Ali,Khan,Male,26-35,UAE,Dubai,Bronze
248,Ahmed,Smith,Female,26-35,UAE,Sharjah,Bronze
249,Mia,Davis,Male,36-50,UAE,RAK,Silver
250,John,Taylor,Male,18-25,UAE,Ajman,Bronze
251,Omar,Clark,Female,36-50,UAE,Fujairah,Bronze
252,Ahmed,Wilson,Male,26-35,UAE,Sharjah,Silver
253,John,Taylor,Male,18-25,UAE,Fujairah,Silver
254,Omar,Smith,Female,26-35,UAE,Sharjah,Silver
255,John,Ali,Female,26-35,UAE,RAK,Bronze
256,John,Taylor,Male,26-35,UAE,Ajman,Bronze
257,Mia,Wilson,Female,36-50,UAE,Sharjah,Bronze
258,Ahmed,Davis,Male,18-25,UAE,Sharjah,Bronze
259,Mia,Khan,Female,26-35,UAE,Ajman,Bronze
260,Layla,Wilson,Female,18-25,UAE,Abu Dhabi,Bronze
261,Omar,Davis,Male,36-50,UAE,Dubai,Silver
262,Sara,Brown,Male,18-25,UAE,Sharjah,Bronze
263,Fatima,Davis,Female,18-25,UAE,RAK,Bronze
264,Ahmed,Brown,Female,26-35,UAE,Sharjah,Bronze
265,John,Ali,Male,18-25,UAE,Fujairah,Silver
266,Layla,Smith,Female,26-35,UAE,Ajman,Bronze
267,Sara,Clark,Male,18-25,UAE,Dubai,Bronze
268,Mia,Wilson,Male,26-35,UAE,Dubai,Silver
269,Mia,Ali,Female,18-25,UAE,Fujairah,Silver
270,John,Wilson,Male,18-25,UAE,Dubai,Silver
271,Omar,Clark,Female,26-35,UAE,Fujairah,Bronze
272,Fatima,Wilson,Female,26-35,UAE,Ajman,Silver
273,Emma,Smith,Male,26-35,UAE,Fujairah,Silver
274,Mia,Taylor,Male,26-35,UAE,RAK,Gold
275,Omar,Clark,Female,36-50,UAE,RAK,Silver
276,Emma,Johnson,Female,26-35,UAE,Abu Dhabi,Bronze
277,Omar,Wilson,Female,18-25,UAE,Dubai,Silver
278,Fatima,Hassan,Female,26-35,UAE,Sharjah,Silver
279,Noor,Wilson,Male,18-25,UAE,Abu Dhabi,Bronze
280,Omar,Taylor,Female,26-35,UAE,Ajman,Bronze
281,Ahmed,Johnson,Male,18-25,UAE,Dubai,Bronze
282,Omar,Clark,Male,26-35,UAE,Dubai,Gold
283,John,Khan,Male,36-50,UAE,Dubai,Bronze
284,Omar,Ali,Female,36-50,UAE,RAK,Silver
285,Sara,Wilson,Male,18-25,UAE,Fujairah,Silver
286,Sara,Clark,Female,26-35,UAE,Dubai,Bronze
287,Sara,Brown,Female,36-50,UAE,RAK,Bronze
288,Noor,Wilson,Male,18-25,UAE,Abu Dhabi,Bronze
289,Omar,Taylor,Female,18-25,UAE,Fujairah,Bronze
290,Emma,Brown,Male,18-25,UAE,Ajman,Bronze
291,Noor,Hassan,Male,26-35,UAE,RAK,Bronze
292,Omar,Khan,Male,36-50,UAE,RAK,Silver
293,Ahmed,Johnson,Female,26-35,UAE,Sharjah,Silver
294,Layla,Ali,Male,36-50,UAE,Ajman,Bronze
295,Fatima,Hassan,Female,18-25,UAE,Abu Dhabi,Bronze
296,Ali,Taylor,Female,36-50,UAE,RAK,Bronze
297,Ahmed,Hassan,Male,36-50,UAE,Ajman,Bronze
298,Fatima,Brown,Female,36-50,UAE,Dubai,Silver
299,Omar,Clark,Male,26-35,UAE,Fujairah,Silver
300,Emma,Brown,Female,26-35,UAE,Dubai,Silver
301,Ali,Taylor,Male,18-25,UAE,Abu Dhabi,Silver
302,Layla,Davis,Male,18-25,UAE,Abu Dhabi,Bronze
303,Ali,Davis,Female,36-50,UAE,Sharjah,Bronze
304,Ali,Hassan,Male,26-35,UAE,Sharjah,Silver
305,Noor,Ali,Female,26-35,UAE,Ajman,Silver
306,Mia,Johnson,Male,36-50,UAE,Fujairah,Silver
307,Noor,Ali,Female,18-25,UAE,RAK,Silver
308,Ahmed,Wilson,Female,26-35,UAE,Abu Dhabi,Bronze
309,Layla,Smith,Male,18-25,UAE,Fujairah,Bronze
310,John,Taylor,Male,18-25,UAE,Abu Dhabi,Bronze
311,Omar,Hassan,Female,26-35,UAE,Ajman,Silver
312,Mia,Johnson,Female,26-35,UAE,Abu Dhabi,Bronze
313,Fatima,Smith,Male,18-25,UAE,Sharjah,Bronze
314,John,Johnson,Female,26-35,UAE,RAK,Bronze
315,Ahmed,Taylor,Male,36-50,UAE,RAK,Bronze
316,Noor,Wilson,Female,26-35,UAE,Sharjah,Bronze
317,Emma,Khan,Male,18-25,UAE,Abu Dhabi,Bronze
318,Layla,Davis,Male,18-25,UAE,Fujairah,Silver
319,Omar,Wilson,Female,18-25,UAE,Fujairah,Bronze
320,Ali,Hassan,Male,26-35,UAE,Sharjah,Silver
321,Ali,Ali,Female,26-35,UAE,Ajman,Bronze
322,Sara,Brown,Male,50+,UAE,Ajman,Silver
323,Omar,Brown,Female,18-25,UAE,Sharjah,Silver
324,Omar,Clark,Female,26-35,UAE,Abu Dhabi,Bronze
325,John,Smith,Female,18-25,UAE,Abu Dhabi,Bronze
326,Ali,Khan,Female,18-25,UAE,RAK,Bronze
327,Sara,Taylor,Male,26-35,UAE,RAK,Bronze
328,John,Taylor,Male,36-50,UAE,Abu Dhabi,Bronze
329,Sara,Johnson,Female,18-25,UAE,Abu Dhabi,Silver
330,Omar,Davis,Male,26-35,UAE,Dubai,Bronze
331,Mia,Smith,Female,36-50,UAE,Abu Dhabi,Silver
332,Sara,Brown,Male,18-25,UAE,RAK,Bronze
333,Layla,Davis,Male,36-50,UAE,Abu Dhabi,Bronze
334,John,Taylor,Female,26-35,UAE,Sharjah,Bronze
335,Ahmed,Brown,Male,26-35,UAE,Ajman,Bronze
336,Mia,Smith,Male,36-50,UAE,RAK,Bronze
337,Ahmed,Ali,Female,18-25,UAE,Sharjah,Bronze
338,Fatima,Ali,Male,36-50,UAE,Abu Dhabi,Bronze
339,Fatima,Hassan,Male,18-25,UAE,Ajman,Silver
340,Omar,Davis,Male,26-35,UAE,Dubai,Silver
341,Emma,Johnson,Female,26-35,UAE,Ajman,Bronze
342,Mia,Davis,Female,18-25,UAE,Ajman,Silver
343,Mia,Smith,Female,26-35,UAE,Dubai,Bronze
344,Layla,Taylor,Male,26-35,UAE,RAK,Bronze
345,John,Clark,Male,18-25,UAE,Ajman,Bronze
346,John,Hassan,Male,50+,UAE,RAK,Gold
347,Noor,Clark,Female,18-25,UAE,Dubai,Bronze
348,Ahmed,Clark,Male,26-35,UAE,Ajman,Bronze
349,Mia,Hassan,Female,18-25,UAE,Dubai,Silver
350,Ahmed,Ali,Female,18-25,UAE,Abu Dhabi,Silver
351,Ahmed,Ali,Female,36-50,UAE,Sharjah,Bronze
352,John,Taylor,Female,18-25,UAE,Abu Dhabi,Bronze
353,Sara,Davis,Female,36-50,UAE,Dubai,Bronze
354,Ahmed,Khan,Female,18-25,UAE,Abu Dhabi,Silver
355,John,Wilson,Female,18-25,UAE,Fujairah,Bronze
356,Fatima,Hassan,Male,18-25,UAE,Dubai,Bronze
357,Ahmed,Johnson,Male,18-25,UAE,RAK,Bronze
358,Noor,Wilson,Male,18-25,UAE,Ajman,Bronze
359,Fatima,Khan,Male,18-25,UAE,Abu Dhabi,Silver
360,John,Taylor,Female,18-25,UAE,Ajman,Bronze
361,Noor,Hassan,Female,18-25,UAE,Dubai,Bronze
362,Fatima,Wilson,Female,26-35,UAE,Fujairah,Silver
363,Omar,Khan,Female,26-35,UAE,Fujairah,Bronze
364,Mia,Taylor,Male,26-35,UAE,Fujairah,Bronze
365,Mia,Brown,Male,18-25,UAE,RAK,Bronze
366,John,Ali,Female,26-35,UAE,RAK,Bronze
367,Fatima,Khan,Male,18-25,UAE,Abu Dhabi,Bronze
368,John,Johnson,Male,26-35,UAE,RAK,Bronze
369,Mia,Taylor,Male,36-50,UAE,RAK,Silver
370,Fatima,Brown,Female,36-50,UAE,Abu Dhabi,Silver
371,Omar,Ali,Female,18-25,UAE,Abu Dhabi,Bronze
372,John,Ali,Female,36-50,UAE,Ajman,Bronze
373,Noor,Clark,Male,50+,UAE,Sharjah,Silver
374,Layla,Smith,Male,36-50,UAE,Fujairah,Bronze
375,Sara,Brown,Female,18-25,UAE,Abu Dhabi,Bronze
376,Noor,Taylor,Female,50+,UAE,Sharjah,Silver
377,Emma,Hassan,Male,36-50,UAE,Fujairah,Silver
378,Sara,Khan,Female,36-50,UAE,Dubai,Gold
379,Mia,Davis,Male,36-50,UAE,Dubai,Bronze
380,Ali,Ali,Male,36-50,UAE,Abu Dhabi,Silver
381,John,Clark,Female,26-35,UAE,Dubai,Bronze
382,Layla,Brown,Male,18-25,UAE,Abu Dhabi,Bronze
383,Fatima,Khan,Male,36-50,UAE,Ajman,Bronze
384,Emma,Smith,Male,18-25,UAE,RAK,Silver
385,Layla,Johnson,Male,36-50,UAE,Fujairah,Bronze
386,Noor,Smith,Female,26-35,UAE,Ajman,Silver
387,Emma,Brown,Male,26-35,UAE,Dubai,Silver
388,Emma,Ali,Male,18-25,UAE,Ajman,Gold
389,Ali,Wilson,Male,26-35,UAE,Dubai,Silver
390,Ali,Davis,Male,50+,UAE,RAK,Silver
391,Emma,Hassan,Female,26-35,UAE,RAK,Silver
392,Omar,Brown,Female,18-25,UAE,Sharjah,Gold
393,Mia,Smith,Female,26-35,UAE,Abu Dhabi,Silver
394,Mia,Davis,Female,26-35,UAE,RAK,Bronze
395,Noor,Hassan,Male,18-25,UAE,Sharjah,Bronze
396,Ali,Clark,Female,18-25,UAE,Fujairah,Bronze
397,Emma,Brown,Male,18-25,UAE,Fujairah,Bronze
398,Noor,Hassan,Female,50+,UAE,Dubai,Silver
399,Layla,Hassan,Female,18-25,UAE,RAK,Gold
400,John,Hassan,Male,26-35,UAE,Abu Dhabi,Silver
401,Mia,Davis,Male,26-35,UAE,Sharjah,Silver
402,Mia,Smith,Female,26-35,UAE,Abu Dhabi,Bronze
403,Emma,Davis,Male,36-50,UAE,Sharjah,Bronze
404,Ali,Wilson,Female,18-25,UAE,Dubai,Bronze
405,Ali,Taylor,Male,26-35,UAE,Sharjah,Silver
406,Fatima,Davis,Female,36-50,UAE,Fujairah,Bronze
407,Fatima,Taylor,Female,26-35,UAE,Ajman,Silver
408,Ali,Clark,Male,26-35,UAE,Ajman,Bronze
409,Emma,Clark,Male,26-35,UAE,Ajman,Bronze
410,Ali,Clark,Female,36-50,UAE,Dubai,Silver
411,Fatima,Ali,Male,26-35,UAE,Sharjah,Bronze
412,Ali,Ali,Female,18-25,UAE,Sharjah,Bronze
413,John,Khan,Male,18-25,UAE,Fujairah,Bronze
414,Omar,Hassan,Male,18-25,UAE,RAK,Bronze
415,Sara,Clark,Female,18-25,UAE,Dubai,Bronze
416,Mia,Hassan,Female,36-50,UAE,Ajman,Bronze
417,Mia,Smith,Male,26-35,UAE,Ajman,Silver
418,John,Smith,Female,18-25,UAE,Fujairah,Silver
419,Fatima,Wilson,Male,36-50,UAE,Sharjah,Bronze
420,John,Hassan,Male,36-50,UAE,RAK,Bronze
421,Omar,Clark,Male,26-35,UAE,Dubai,Bronze
422,Mia,Clark,Male,50+,UAE,Fujairah,Bronze
423,John,Clark,Male,18-25,UAE,Fujairah,Bronze
424,Ahmed,Hassan,Male,18-25,UAE,RAK,Silver
425,Mia,Taylor,Male,36-50,UAE,Fujairah,Bronze
426,Mia,Khan,Female,36-50,UAE,Dubai,Bronze
427,Ali,Wilson,Male,36-50,UAE,Sharjah,Bronze
428,Sara,Ali,Male,26-35,UAE,Sharjah,Bronze
429,Omar,Ali,Male,18-25,UAE,Ajman,Silver
430,Ahmed,Davis,Female,18-25,UAE,RAK,Bronze
431,Fatima,Ali,Female,18-25,UAE,Sharjah,Bronze
432,Sara,Khan,Male,18-25,UAE,Fujairah,Bronze
433,John,Clark,Female,36-50,UAE,Sharjah,Bronze
434,John,Clark,Female,18-25,UAE,Dubai,Bronze
435,Noor,Khan,Female,26-35,UAE,Fujairah,Silver
436,Noor,Clark,Male,18-25,UAE,Ajman,Bronze
437,Emma,Johnson,Male,26-35,UAE,Abu Dhabi,Silver
438,Emma,Wilson,Female,18-25,UAE,Ajman,Gold
439,Mia,Hassan,Male,18-25,UAE,Ajman,Bronze
